sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,29,White,0,6,0,0,12,0,0,2,1,3,Low,4,39,1
Female,61,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,28,White,0,3,0,1,3,-1,1,3,0,1,Low,2,1,0
Female,22,Non-White,0,9,0,0,4,0,1,3,1,2,High,6,2,1
Male,27,White,0,4,0,0,2,-1,1,3,1,2,Low,3,1,0
Female,40,White,0,9,0,0,0,-1,1,3,0,1,Low,4,105,0
Female,34,Non-White,0,2,0,0,1,-21,117,2,0,1,Low,1,15,0
Male,24,Non-White,0,6,0,0,0,-1,1,3,0,1,Low,4,1,0
Female,34,White,0,6,0,0,1,39,126,3,0,1,Low,2,25,0
Male,22,White,0,10,0,0,3,-134,104,2,0,1,Low,7,36,0
Female,41,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Female,20,Non-White,0,7,0,1,0,-1,1,2,1,2,High,8,1,6
Male,30,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,2,1,0
Female,43,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,20,Non-White,0,5,0,1,0,-1,1,3,0,1,Low,7,7,0
Male,51,White,0,1,0,0,4,-1,1,3,1,2,Low,1,1,0
Female,30,Non-White,0,8,0,0,0,0,0,2,0,1,Low,6,-1,0
Female,25,White,0,3,0,0,0,0,0,3,0,1,Low,3,1,0
Male,37,Non-White,0,5,0,0,9,-1,1,3,0,1,Low,3,2,0
Male,42,Non-White,1,9,0,0,7,0,0,3,1,2,Low,7,1,45
Female,21,Non-White,0,9,0,0,0,0,1,3,0,1,Low,9,-1,0
Female,29,Non-White,0,4,0,0,1,-1,1,3,0,1,Low,3,1,0
Female,24,White,0,6,0,0,0,0,1,2,0,1,Low,5,1,0
Male,36,White,0,1,0,0,12,-26,26,3,0,1,Low,2,13,0
Male,36,White,0,3,0,0,0,0,0,2,0,1,Low,3,1,0
Male,39,White,0,1,0,0,0,-1,1,3,1,2,High,1,2,9
Male,32,Non-White,0,5,0,0,2,-1,1,2,0,1,Low,4,1,0
Male,30,Non-White,0,2,0,0,1,-82,83,3,0,1,Low,2,1,0
Male,50,White,0,1,0,0,3,-1,1,2,0,1,Low,1,11,0
Male,38,Non-White,0,1,0,0,0,0,1,2,0,1,Low,1,-1,0
Female,27,Non-White,0,6,0,0,8,-23,23,3,1,2,Low,4,3,0
Male,21,White,0,3,0,0,0,-1,1,3,0,1,Low,5,2,0
Female,30,White,0,6,0,0,0,-1,1,3,1,2,Low,3,2,4
Female,43,White,0,2,0,0,0,-1,1,2,1,2,Low,1,1,0
Male,30,Non-White,6,9,0,0,8,-1,1,2,1,3,High,8,1,1
Male,22,Non-White,0,7,0,0,2,366,511,3,1,2,Low,8,178,178
Female,26,White,0,4,0,0,1,-2,2,2,1,3,Low,3,1,2
Male,37,White,0,4,0,0,3,-1,1,3,0,1,Low,2,38,0
Male,25,White,0,9,0,0,5,-1,1,3,1,2,Low,7,1,117
Male,65,White,0,3,0,0,1,-1,1,3,1,3,Low,3,1,23
Male,52,Non-White,0,5,0,0,0,-1,1,3,1,3,Low,1,7,1
Male,37,Non-White,0,6,0,0,9,-52,47,3,0,1,Low,7,48,0
Male,43,Non-White,0,3,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,29,White,0,1,0,0,1,-1,1,3,0,1,Low,2,1,0
Male,32,White,0,5,0,0,3,-1,1,3,0,1,Low,2,120,0
Male,36,Non-White,0,1,0,0,0,-1,1,2,1,2,Low,1,1,1
Male,21,Non-White,0,9,2,6,8,30,234,3,1,3,High,5,243,0
Male,21,White,0,3,0,0,1,-1,1,3,0,1,Low,6,1,0
Male,47,White,0,4,0,0,13,0,0,2,1,2,High,3,66,81
Female,36,Non-White,0,2,0,0,4,-13,13,3,0,1,Low,1,1,0
Female,25,Non-White,0,7,0,0,6,24,21,3,1,2,Low,6,12,69
Male,32,White,0,2,0,0,4,0,0,2,1,2,High,3,1,26
Male,43,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,34,Non-White,0,2,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,27,Non-White,0,6,0,0,2,-1,1,3,0,1,Low,3,131,0
Male,26,Non-White,0,4,0,0,8,-1,1,2,1,3,Low,3,26,1
Male,62,White,0,-1,0,0,2,-20,20,3,0,1,Low,1,1,0
Male,21,Non-White,0,3,0,0,1,-22,22,3,0,1,Low,5,22,0
Male,61,Non-White,0,1,0,0,1,-49,49,3,0,1,Low,1,1,0
Male,34,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,46,Non-White,0,1,0,0,1,-2,2,2,0,1,Low,1,1,0
Male,33,Non-White,0,2,0,0,0,0,0,3,0,1,Low,2,1,0
Male,40,Non-White,2,6,0,0,23,30,54,2,1,3,High,8,31,32
Male,38,White,0,3,0,0,3,0,1,2,0,1,Low,1,1,0
Male,41,Non-White,0,9,0,0,7,-1,1,3,0,1,Low,4,58,0
Male,25,White,0,10,0,0,7,-1,1,3,1,2,Low,8,43,73
Male,21,White,0,4,0,0,1,-11,11,3,0,1,Low,7,11,0
Female,74,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,23,Non-White,0,3,0,0,2,-61,61,2,0,1,Low,4,-1,0
Male,21,Non-White,1,9,0,0,1,-15,15,3,0,1,Low,10,14,0
Male,41,White,0,4,0,0,5,-1,1,2,1,2,Low,4,1,0
Male,54,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,57,Non-White,0,7,0,0,11,-376,378,3,1,3,Low,3,320,0
Male,22,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,4,1,0
Female,27,Non-White,0,3,0,0,0,0,1,2,0,1,Low,3,1,0
Male,30,Non-White,0,2,1,0,1,-1,1,2,0,1,Low,2,1,0
Female,33,White,0,6,0,0,3,-2,2,3,1,3,High,2,1,0
Male,23,Non-White,0,9,0,0,4,-33,33,3,0,1,Low,8,162,0
Male,24,White,0,2,0,0,2,0,0,2,0,1,Low,3,1,0
Male,52,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,29,White,0,6,0,0,0,-1,2,2,0,1,Low,3,-1,0
Female,42,White,0,2,0,0,0,-1,1,3,1,3,Low,1,1,1
Male,21,White,0,3,0,0,0,0,0,2,0,1,Low,5,1,0
Female,30,White,0,2,0,1,1,0,0,3,0,1,Low,2,1,0
Male,33,Non-White,0,3,0,0,3,-1,2,3,0,1,Low,2,2,0
Male,64,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,33,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,4,45,0
Male,38,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,4,0
Male,21,Non-White,0,6,0,1,2,-1,1,3,1,2,Low,6,7,14
Female,41,White,0,4,0,0,9,2,5,2,1,3,Low,1,1,1
Male,27,White,0,4,0,0,2,-20,20,3,0,1,Low,3,20,0
Female,28,Non-White,0,8,0,0,5,-1,1,2,0,1,Low,7,2,0
Male,23,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Female,52,Non-White,0,1,0,0,3,0,0,3,0,1,Low,1,1,0
Female,20,Non-White,0,5,0,0,0,0,0,3,0,1,Low,7,1,0
Male,21,Non-White,0,8,0,3,1,-25,25,3,0,1,Low,6,1,0
Male,30,Non-White,0,2,0,0,0,-3,3,3,0,1,Low,2,1,0
Female,22,Non-White,0,5,0,0,1,-1,1,3,1,2,Low,5,2,0
Male,28,White,0,5,0,0,0,-1,1,3,0,1,Low,2,3,0
Female,34,Non-White,0,1,0,0,1,-12,12,3,0,1,Low,1,8,0
Male,32,Non-White,0,3,0,0,3,0,1,3,0,1,Low,2,1,0
Male,25,Non-White,0,2,0,0,0,0,1,3,1,2,High,3,90,22
Female,27,Non-White,0,3,0,0,0,-1,1,2,1,2,High,3,1,1
Male,33,White,0,1,0,0,3,-1,1,3,0,1,Low,1,3,0
Male,35,White,0,2,0,0,0,0,1,3,0,1,Low,2,1,0
Male,40,Non-White,0,3,0,0,2,-1,1,2,1,2,High,3,1,1
Female,29,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,3,47,0
Male,24,Non-White,0,9,0,2,2,-1,1,2,1,2,High,7,24,69
Male,24,Non-White,5,10,1,0,10,0,1,3,1,3,High,9,1,133
Male,23,Non-White,0,7,0,0,1,0,1,2,0,1,Low,9,143,0
Male,36,Non-White,0,10,1,0,26,-1,1,3,1,3,Low,6,117,0
Male,29,White,0,8,0,0,8,0,0,3,0,1,Low,8,1,0
Male,44,Non-White,0,6,0,0,0,-1,1,3,0,1,Low,5,456,0
Male,26,Non-White,0,3,0,0,5,-1,1,3,0,1,Low,2,1,0
Male,50,White,0,2,0,0,1,0,0,3,0,1,Low,3,9,0
Male,59,Non-White,0,2,0,0,1,-1,3583,3,0,1,Low,1,1,0
Male,21,Non-White,0,7,0,0,1,-1,1,3,1,3,Low,8,1,38
Male,51,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,24,Non-White,0,5,0,2,2,-1,1,3,1,2,Low,5,1,18
Female,45,White,0,5,0,0,2,-6,7,3,0,1,Low,1,7,0
Male,33,Non-White,0,8,2,3,11,-57,57,3,1,2,Low,7,57,69
Male,29,Non-White,0,1,0,0,3,-1,1,2,0,1,Low,2,1,0
Male,20,Non-White,0,7,0,0,0,-1,1,2,0,1,Low,9,1,0
Male,20,White,0,4,0,0,6,-1,1,3,0,1,Low,6,31,0
Female,25,White,0,4,0,0,0,0,0,2,0,1,Low,4,1,0
Male,21,Non-White,0,9,0,0,1,-1,2,3,0,1,Low,10,168,0
Male,41,Non-White,0,9,0,0,18,-19,19,3,0,1,Low,4,3,0
Male,38,Non-White,0,3,0,0,0,-1,1,3,1,2,Low,1,1,32
Male,46,White,0,3,0,0,1,-1,1,3,0,1,Low,3,10,0
Male,33,Non-White,0,7,0,2,9,-28,28,2,1,2,High,7,14,0
Male,31,Non-White,0,7,1,0,19,-1,1,3,1,3,High,2,1,1
Male,21,Non-White,0,4,0,0,0,-1,1,2,0,1,Low,6,4,0
Male,60,Non-White,0,1,0,0,1,-1,1,2,1,2,Low,1,1,1
Female,39,Non-White,0,5,0,0,3,-1,1,3,1,3,Low,3,1,9
Male,58,Non-White,0,7,0,0,2,-16,16,3,0,1,Low,4,15,0
Male,23,Non-White,0,5,0,0,1,-39,4,3,0,1,Low,5,1,0
Male,23,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Female,38,White,0,9,0,0,14,0,0,2,0,1,Low,7,1,0
Female,23,Non-White,0,5,0,0,3,-169,169,2,1,3,Low,4,1,3
Male,31,Non-White,0,1,0,0,1,-289,289,2,0,1,Low,1,1,0
Male,35,Non-White,0,4,0,0,4,-1,1,3,0,1,Low,5,11,0
Male,49,White,0,2,0,0,12,-1,1,3,1,2,Low,2,2,0
Male,26,Non-White,0,4,0,0,1,-1,1,2,0,1,Low,7,1,0
Male,27,White,0,5,0,0,0,0,0,2,0,1,Low,4,2,0
Male,22,Non-White,0,6,1,3,2,-1,1,3,0,1,Low,5,1,0
Female,29,Non-White,0,4,0,0,0,-1,1,3,1,3,High,2,1,3
Male,31,Non-White,0,9,0,0,0,-1,1,2,0,1,Low,4,1,0
Male,31,Non-White,0,6,0,0,5,0,0,3,1,2,Low,6,37,102
Female,29,Non-White,0,3,0,0,0,0,0,3,0,1,Low,3,1,0
Female,65,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,34,Non-White,0,3,0,0,1,-5,5,2,0,1,Low,1,3,0
Male,24,White,0,10,0,2,6,0,0,3,0,1,Low,5,7,0
Female,27,Non-White,0,4,0,0,0,0,0,2,0,1,Low,3,2,0
Male,46,Non-White,0,2,0,0,0,0,0,2,0,1,Low,1,1,0
Male,26,Non-White,0,2,0,0,3,-41,42,3,0,1,Low,3,41,0
Male,20,Non-White,0,4,0,0,0,0,1,3,1,2,Low,6,-1,1
Male,29,Non-White,0,10,0,0,16,-1,1,3,1,3,Low,9,33,2
Female,39,Non-White,0,2,0,0,0,0,1,2,0,1,Low,1,-1,0
Male,29,Non-White,0,3,0,0,7,0,0,3,1,2,Low,2,2,0
Female,56,White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Male,43,White,0,2,0,0,3,-10,10,3,0,1,Low,2,10,0
Male,21,Non-White,0,4,0,0,0,0,1,3,0,1,Low,7,1,0
Female,26,Non-White,0,6,0,0,7,-3,3,2,0,1,Low,4,2,0
Male,40,Non-White,0,10,0,0,0,0,0,3,1,2,High,9,4,75
Male,22,Non-White,0,9,0,0,2,-1,1,2,1,2,High,8,54,1
Female,55,Non-White,0,8,0,0,1,-2,2,2,0,1,Low,4,1,0
Male,39,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,22,Non-White,0,8,1,0,1,0,0,3,1,3,Low,10,-1,269
Male,31,Non-White,0,10,0,0,7,-1,1,3,0,1,Low,8,456,0
Female,27,Non-White,0,6,0,0,5,-2,1,3,1,2,Low,4,1,5
Male,36,White,0,2,0,0,1,0,0,3,0,1,Low,1,1,0
Male,30,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,56,White,0,4,0,0,17,41,53,3,1,2,High,4,23,23
Male,29,Non-White,0,1,0,0,1,-48,48,3,0,1,Low,2,24,0
Male,36,Non-White,0,6,0,0,0,-1,1,2,0,1,Low,5,1,0
Male,36,White,0,4,0,0,5,-18,18,2,0,1,Low,2,18,0
Male,32,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,2,0
Female,34,Non-White,0,9,0,0,5,-1,1,3,1,2,Low,2,25,0
Male,24,Non-White,1,9,0,0,2,-1,1,3,0,1,Low,9,311,0
Male,23,Non-White,0,3,0,0,0,-1,1,2,1,2,Low,4,1,1
Male,33,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,33,Non-White,0,2,0,0,1,-1,2337,2,0,1,Low,1,1,0
Male,52,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,20,White,0,10,1,1,1,-1,1,3,1,2,Low,10,13,0
Male,38,Non-White,0,4,0,0,5,-1,1,2,0,1,Low,2,5,0
Male,46,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,27,Non-White,0,4,0,0,0,-1,1,3,1,3,Low,4,9,0
Male,21,White,0,9,1,0,6,-1,1,3,0,1,Low,9,188,0
Male,25,Non-White,0,8,2,0,6,0,0,3,0,1,Low,5,1,0
Male,20,Non-White,0,3,0,0,2,-17,17,3,1,3,High,5,16,20
Male,36,Non-White,0,6,0,0,10,-1,1,3,0,1,Low,3,1,0
Male,23,Non-White,0,6,0,0,2,-1,1,3,0,1,Low,6,212,0
Female,29,White,0,2,0,0,1,-6,7,3,1,2,Low,2,1,1
Female,47,Non-White,0,2,0,0,3,-35,35,3,0,1,Low,1,2,0
Female,35,Non-White,0,2,0,0,7,-1,1,3,1,2,Low,1,2,1
Male,37,White,0,1,0,0,1,-1,1,2,1,2,Low,1,1,0
Male,63,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,27,Non-White,0,4,0,0,1,-1,1,3,1,3,High,5,1,32
Male,27,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,4,3,0
Male,24,Non-White,0,6,0,0,2,0,0,2,1,3,Low,5,1,276
Male,41,Non-White,4,8,0,0,17,-1,1,2,0,1,Low,3,73,0
Male,30,Non-White,0,2,0,0,1,0,1,3,1,2,Low,2,-1,1
Male,32,Non-White,0,8,1,0,13,680,451,2,1,2,Low,9,1,1
Male,43,White,0,8,0,0,2,0,1,2,0,1,Low,5,171,0
Male,26,White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,25,White,0,10,0,0,4,0,0,3,1,2,Low,9,33,0
Male,48,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,1,4,0
Male,24,Non-White,2,9,1,0,10,-251,251,2,0,1,Low,5,1,0
Male,27,Non-White,0,1,0,0,0,0,1,2,0,1,Low,2,1,0
Male,22,Non-White,0,6,0,0,1,-3,3,2,0,1,Low,6,1,0
Female,48,Non-White,0,5,0,0,0,-1,1,2,0,1,Low,3,9,0
Female,26,Non-White,0,4,0,0,1,-23,23,2,0,1,Low,5,1,0
Male,58,Non-White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,23,White,0,5,0,2,1,-20,20,3,1,3,Low,6,19,69
Male,22,White,0,4,1,1,3,0,1,2,1,3,Low,5,1,1
Female,51,Non-White,0,1,0,0,4,-60,60,3,0,1,Low,1,60,0
Male,41,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,3,0
Male,21,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,7,1,0
Male,33,White,0,3,0,0,3,-44,44,3,0,1,Low,3,44,0
Male,26,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,3,1,0
Female,39,Non-White,0,6,0,0,3,-1,1,2,0,1,Low,2,2,0
Female,22,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,49,White,0,7,0,0,6,-1,0,3,0,1,Low,1,1,0
Male,60,White,0,5,0,0,13,31,178,3,0,1,Low,5,24,0
Male,46,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,42,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,22,Non-White,0,7,0,0,1,112,53,2,1,3,Low,4,1,1
Male,46,White,0,1,0,0,1,-72,72,3,0,1,Low,1,46,0
Male,33,Non-White,0,8,1,0,7,-1,1,3,1,3,High,3,116,1
Male,36,Non-White,0,4,0,0,2,-1,0,3,1,3,Low,1,47,1
Male,20,Non-White,0,9,1,0,1,-5,5,3,1,2,High,9,5,105
Male,32,White,0,3,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,28,Non-White,0,8,0,0,0,-1,1,3,0,1,Low,8,16,0
Male,38,Non-White,0,4,0,0,17,-1,1,2,1,3,Low,1,1,1
Female,48,White,0,4,0,0,4,0,0,3,0,1,Low,1,1,0
Male,64,Non-White,0,1,0,0,1,-2,2,2,0,1,Low,1,1,0
Male,22,Non-White,0,3,0,0,1,-29,29,3,0,1,Low,5,29,0
Male,22,Non-White,0,5,0,0,1,-1,1,3,1,2,Low,5,5,40
Male,69,White,0,1,0,0,0,-7,7,2,1,2,Low,1,2,2
Male,26,Non-White,0,4,0,0,2,-23,23,3,0,1,Low,4,1,0
Female,27,Non-White,0,6,0,0,1,-1,1,2,1,2,Low,4,16,1
Female,30,White,0,6,0,0,1,40,216,2,0,1,Low,2,7,0
Male,22,Non-White,0,8,0,0,2,-1,1,3,1,2,High,8,1,0
Male,28,White,0,5,0,0,5,-32,32,3,0,1,Low,2,8,0
Female,43,White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,28,Non-White,0,7,0,0,5,-1,1,3,0,1,Low,3,85,0
Male,24,Non-White,0,1,0,0,0,565,0,3,1,2,Low,1,29,30
Male,22,White,0,4,0,0,2,-36,36,2,1,2,Low,6,1,9
Male,46,White,0,5,0,0,0,-1,1,3,0,1,Low,4,194,0
Female,55,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,34,Non-White,0,1,0,0,0,0,1,2,0,1,Low,1,76,0
Female,27,Non-White,0,3,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,40,Non-White,0,9,0,0,3,65,1268,2,0,1,Low,2,-1,0
Female,39,Non-White,0,2,0,0,0,0,1,2,0,1,Low,1,1,0
Male,20,Non-White,0,2,0,2,1,-1,1,3,0,1,Low,6,2,0
Male,22,Non-White,0,7,0,0,1,-1,1,2,1,2,Low,7,1,0
Male,37,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,29,Non-White,0,9,4,1,15,227,1,3,1,2,High,7,186,187
Male,33,White,0,9,0,0,9,-1,1,3,1,2,Low,5,49,1
Male,27,Non-White,0,2,0,0,3,-1,1,3,0,1,Low,3,1,0
Male,39,White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,55,White,0,8,0,0,7,0,0,3,0,1,Low,10,1,0
Male,22,Non-White,0,6,0,0,1,-1,1,3,0,1,Low,8,1,0
Male,55,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,9,0
Female,43,White,0,1,0,0,0,-2,2,3,1,2,Low,1,1,7
Male,21,Non-White,0,10,0,3,0,-1,1,3,1,2,High,9,6,28
Male,45,White,0,4,0,0,1,-1,0,3,0,1,Low,2,411,0
Male,19,White,0,8,0,0,0,-1,1,3,0,1,Low,7,1,0
Male,25,Non-White,0,8,0,0,2,-1,1,3,0,1,Low,5,1,0
Male,38,Non-White,1,4,0,0,6,-52,52,3,0,1,Low,3,52,0
Male,23,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,4,1,0
Female,28,White,0,5,0,0,1,-2,2,2,0,1,Low,2,1,0
Male,55,White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,45,Non-White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,39,Non-White,0,1,0,0,1,-1,1,3,1,2,Low,2,13,0
Male,70,White,0,1,0,0,0,-1,1,3,0,1,Low,1,2,0
Male,79,White,0,1,0,0,1,-22,22,2,0,1,Low,1,1,0
Male,48,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,46,Non-White,0,1,0,0,3,21,22,3,0,1,Low,1,-1,0
Male,23,White,1,10,0,1,10,-67,67,3,0,1,Low,7,67,0
Male,59,White,0,4,0,0,4,-49,50,3,0,1,Low,2,49,0
Male,20,Non-White,0,8,2,1,2,-1,1,3,1,3,Low,8,31,54
Male,31,Non-White,1,8,0,0,5,-1,1,2,0,1,Low,3,1,0
Male,57,Non-White,0,1,0,0,2,-6,6,3,0,1,Low,1,1,0
Male,30,White,0,5,1,0,4,-3,3,2,1,3,Low,2,1,13
Male,32,Non-White,0,4,0,0,5,-1,1,3,1,2,Low,2,1,0
Male,56,White,0,1,0,0,1,-1,1,2,0,1,Low,1,3,0
Male,22,Non-White,1,9,0,0,2,-1,0,3,0,1,Low,7,341,0
Male,21,Non-White,0,8,0,0,6,-1,1,3,0,1,Low,8,14,0
Male,35,White,0,6,0,0,1,-1,1,3,0,1,Low,2,6,0
Male,43,Non-White,0,1,0,0,2,-1,1,2,0,1,Low,1,2,0
Male,52,White,0,2,0,0,3,-22,22,3,0,1,Low,2,1,0
Male,20,Non-White,0,3,0,2,0,-1,1,3,0,1,Low,5,1,0
Male,27,Non-White,0,7,0,0,21,0,0,3,1,3,Low,3,35,142
Male,41,Non-White,0,6,0,0,0,-4,4,2,0,1,Low,2,3,0
Male,24,Non-White,0,3,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,43,Non-White,0,1,0,0,3,-4,4,2,1,2,Low,1,1,2
Male,46,Non-White,0,7,0,0,9,-1,560,2,0,1,Low,3,21,0
Male,26,Non-White,0,4,0,0,2,-1,1,3,0,1,Low,5,1,0
Female,33,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,22,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,9,0
Male,34,Non-White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Male,36,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,69,White,0,5,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,32,White,0,5,0,0,5,-1,1,3,1,3,High,4,1,1
Male,22,Non-White,0,7,0,0,1,0,0,3,1,2,Low,5,1,17
Male,46,White,0,5,0,0,0,-1,1,3,0,1,Low,2,78,0
Male,34,White,0,5,0,0,1,-14,15,2,0,1,Low,3,1,0
Female,32,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,10,0
Male,58,White,0,2,0,0,1,-30,30,2,0,1,Low,1,15,0
Male,39,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,35,Non-White,0,1,0,0,3,-23,23,3,0,1,Low,1,1,0
Male,39,Non-White,0,4,0,0,2,14,37,2,0,1,Low,8,223,0
Male,22,White,0,2,0,1,1,-1,1,3,0,1,Low,4,1,0
Male,23,Non-White,0,2,0,0,2,-1,1,3,0,1,Low,4,1,0
Male,25,Non-White,0,7,0,1,6,-1,1,2,1,3,High,7,1,37
Female,21,Non-White,0,4,0,1,0,-1,1,2,1,2,Low,6,1,0
Male,63,Non-White,0,6,0,0,9,0,1,3,1,3,Low,1,1,143
Male,38,Non-White,0,9,0,0,7,-1,1,3,0,1,Low,3,255,0
Male,24,White,0,4,0,0,8,-1,1,3,1,2,Low,5,1,1
Male,28,Non-White,0,7,0,0,1,-1,1,3,0,1,Low,7,29,0
Male,29,White,0,5,0,0,2,-2,2,2,1,2,Low,4,1,1
Male,20,Non-White,0,8,3,0,3,0,0,3,1,3,Low,8,-1,1
Female,40,White,0,5,0,0,0,-1,1,2,0,1,Low,2,2,0
Male,30,Non-White,0,8,0,0,7,0,0,3,1,2,Low,4,1,207
Female,31,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,43,White,0,5,0,0,6,-1,1,3,0,1,Low,2,1,0
Male,36,White,0,5,0,0,10,54,5,2,1,3,High,4,6,7
Male,27,Non-White,0,2,0,0,2,-1,1,2,0,1,Low,2,1,0
Male,50,White,0,7,0,0,5,-8,8,3,1,3,Low,1,5,1
Male,34,White,0,10,0,0,2,-1,1,2,0,1,Low,5,17,0
Male,37,Non-White,0,7,0,0,4,-1,1,2,1,2,High,7,75,106
Female,36,Non-White,0,1,0,0,1,-2,2,3,0,1,Low,1,1,0
Male,34,Non-White,0,7,0,0,1,0,1,3,0,1,Low,2,-1,0
Female,35,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,31,Non-White,0,2,0,0,1,-1,1,2,1,2,Low,1,1,0
Male,23,White,0,7,0,1,10,-1,0,3,1,3,Low,6,70,1
Female,22,Non-White,0,5,0,0,1,-1,1,3,0,1,Low,4,1,0
Male,22,Non-White,0,4,0,0,0,-1,1,3,1,2,Low,5,32,1
Male,37,White,0,1,0,0,2,-1,1,3,1,2,Low,1,4,1
Male,20,Non-White,0,4,0,0,0,-2,2,3,0,1,Low,7,1,0
Male,36,Non-White,0,8,0,1,16,-1,1,3,0,1,Low,2,1,0
Male,54,Non-White,0,7,0,0,22,83,172,3,1,2,Low,3,1,1
Female,20,Non-White,0,4,0,0,1,38,1,2,0,1,Low,6,1,0
Male,26,White,0,5,0,0,2,-1,1,3,0,1,Low,4,1,0
Male,34,Non-White,0,9,0,0,12,-1,1,3,1,3,Low,5,11,63
Male,59,White,0,1,0,0,2,-15,15,2,1,2,High,1,1,0
Male,37,White,0,2,0,0,2,-12,12,2,0,1,Low,3,12,0
Male,38,Non-White,0,1,0,0,0,-1,1,3,1,2,Low,1,1,0
Male,45,White,0,1,0,0,1,-1,1,3,1,3,Low,1,5,1
Male,22,Non-White,0,8,0,0,1,-1,1,3,0,1,Low,7,36,0
Male,24,Non-White,0,8,0,1,3,26,1,3,1,3,Low,6,35,0
Male,37,White,0,1,0,0,3,0,0,2,0,1,Low,1,1,0
Male,25,Non-White,0,5,0,0,5,-1,1,3,0,1,Low,7,36,0
Male,24,Non-White,0,6,0,0,6,-1,1,3,1,2,Low,6,1,168
Male,33,Non-White,0,9,0,0,0,-1,1,2,0,1,Low,6,65,0
Male,34,Non-White,0,5,0,0,4,-1,1,3,0,1,Low,5,597,0
Male,26,Non-White,0,2,0,0,3,-34,34,3,0,1,Low,3,34,0
Male,20,Non-White,0,4,0,0,1,-1,1,2,1,2,High,7,1,0
